symbol,exchange,mic,name,currency,type,shares_outstanding,last_updated,is_active
EME,NYSE,XNYS,"EMCOR Group, Inc. Common Stock",USD,Common Stock,44764250,2025-10-19 04:11:49.006826,1
EMF,NYSE,XNYS,Templeton Emerging Markets Fund Common Stock,USD,Common Stock,15030734,2025-10-19 04:11:49.009710,1
EMN,NYSE,XNYS,Eastman Chemical Company Common Stock,USD,Common Stock,114832412,2025-10-19 04:11:49.116066,1
EMO,NYSE,XNYS,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,USD,Common Stock,18410324,2025-10-19 04:11:49.128500,1
EMP,NYSE,XNYS,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",USD,Common Stock,8666360,2025-10-19 04:11:49.123325,1
EMR,NYSE,XNYS,Emerson Electric Company Common Stock,USD,Common Stock,562800000,2025-10-19 04:11:49.119685,1
ENB,NYSE,XNYS,Enbridge Inc Common Stock,USD,Common Stock,2180514839,2025-10-19 04:11:49.127634,1
ENIC,NYSE,XNYS,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),USD,Common Stock,1383331144,2025-10-19 04:11:49.236056,1
ENJ,NYSE,XNYS,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",USD,Common Stock,8435900,2025-10-19 04:11:49.181831,1
ENO,NYSE,XNYS,"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",USD,Common Stock,8435900,2025-10-19 04:11:49.239424,1
ENOV,NYSE,XNYS,Enovis Corporation Common Stock,USD,Common Stock,57159803,2025-10-19 04:11:49.352003,1
ENR,NYSE,XNYS,"Energizer Holdings, Inc. Common Stock",USD,Common Stock,68268535,2025-10-19 04:11:50.168221,1
ENS,NYSE,XNYS,EnerSys Common Stock,USD,Common Stock,37466929,2025-10-19 04:11:50.059164,1
ENVA,NYSE,XNYS,"Enova International, Inc. Common Stock",USD,Common Stock,25012613,2025-10-19 04:11:50.063738,1
EOD,NYSE,XNYS,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,USD,Common Stock,43065914,2025-10-19 04:11:49.647143,1
EOG,NYSE,XNYS,"EOG Resources, Inc. Common Stock",USD,Common Stock,545993416,2025-10-19 04:11:49.645692,1
EOI,NYSE,XNYS,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,USD,Common Stock,40848690,2025-10-19 04:11:49.651221,1
EOS,NYSE,XNYS,Eaton Vance Enhance Equity Income Fund II Common Stock,USD,Common Stock,53123776,2025-10-19 04:11:49.753840,1
EOT,NYSE,XNYS,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,USD,Common Stock,15624921,2025-10-19 04:11:49.752083,1
EPAC,NYSE,XNYS,Enerpac Tool Group Corp. Common Stock,USD,Common Stock,53937328,2025-10-19 04:11:49.752695,1
EPAM,NYSE,XNYS,"EPAM Systems, Inc. Common Stock",USD,Common Stock,55696909,2025-10-19 04:11:50.063472,1
EPC,NYSE,XNYS,Edgewell Personal Care Company Common Stock,USD,Common Stock,46464244,2025-10-19 04:11:50.054724,1
EPD,NYSE,XNYS,Enterprise Products Partners L.P. Common Stock,USD,Common Stock,2165247439,2025-10-19 04:11:50.056186,1
EPR,NYSE,XNYS,EPR Properties Common Stock,USD,Common Stock,76116634,2025-10-19 04:11:50.064092,1
EPRT,NYSE,XNYS,"Essential Properties Realty Trust, Inc. Common Stock",USD,Common Stock,198139586,2025-10-19 04:11:50.517390,1
EQBK,NYSE,XNYS,"Equity Bancshares, Inc. Class A Common Stock",USD,Common Stock,19111084,2025-10-19 04:11:50.925427,1
EQH,NYSE,XNYS,"Equitable Holdings, Inc. Common Stock",USD,Common Stock,299536468,2025-10-19 04:11:50.919037,1
EQNR,NYSE,XNYS,Equinor ASA,USD,Common Stock,2514560266,2025-10-19 04:11:50.922257,1
EQR,NYSE,XNYS,Equity Residential Common Shares of Beneficial Interest,USD,Common Stock,381898057,2025-10-19 04:11:50.927112,1
EQS,NYSE,XNYS,"Equus Total Return, Inc. Common Stock",USD,Common Stock,13586173,2025-10-19 04:11:51.040918,1
EQT,NYSE,XNYS,EQT Corporation Common Stock,USD,Common Stock,624063124,2025-10-19 04:11:51.034171,1
EQV,NYSE,XNYS,EQV Ventures Acquisition Corp. Class A Ordinary Shares,USD,Common Stock,35822500,2025-10-19 04:11:51.038984,1
ERJ,NYSE,XNYS,Embraer S.A. Common Stock,USD,Common Stock,183391535,2025-10-19 04:11:51.977596,1
ERO,NYSE,XNYS,Ero Copper Corp. Common Shares,USD,Common Stock,103601437,2025-10-19 04:11:51.150787,1
ES,NYSE,XNYS,Eversource Energy (D/B/A) Common Stock,USD,Common Stock,371115181,2025-10-19 04:11:51.994137,1
ESAB,NYSE,XNYS,ESAB Corporation Common Stock,USD,Common Stock,60698710,2025-10-19 04:11:51.576603,1
ESE,NYSE,XNYS,ESCO Technologies Inc. Common Stock,USD,Common Stock,25824688,2025-10-19 04:11:51.567214,1
ESI,NYSE,XNYS,Element Solutions Inc. Common Stock,USD,Common Stock,241616672,2025-10-19 04:11:51.559410,1
ESNT,NYSE,XNYS,Essent Group Ltd. Common Shares,USD,Common Stock,98533757,2025-10-19 04:11:51.563439,1
ESRT,NYSE,XNYS,"Empire State Realty Trust, Inc. Class A Common Stock",USD,Common Stock,168641346,2025-10-19 04:11:51.670736,1
ESS,NYSE,XNYS,"Essex Property Trust, Inc. Common Stock",USD,Common Stock,64404022,2025-10-19 04:11:51.574324,1
ESTC,NYSE,XNYS,Elastic N.V. Ordinary Shares,USD,Common Stock,106272440,2025-10-19 04:11:51.675464,1
ET,NYSE,XNYS,Energy Transfer LP Common Units ,USD,Common Stock,3432681531,2025-10-19 04:11:51.685576,1
ETB,NYSE,XNYS,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,USD,Common Stock,29374715,2025-10-19 04:11:51.678072,1
ETD,NYSE,XNYS,Ethan Allen Interiors Inc. Common Stock,USD,Common Stock,25446339,2025-10-19 04:11:51.979398,1
ETG,NYSE,XNYS,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,USD,Common Stock,76321908,2025-10-19 04:11:51.981413,1
ETJ,NYSE,XNYS,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,USD,Common Stock,67301787,2025-10-19 04:11:52.126334,1
ETN,NYSE,XNYS,"Eaton Corporation, PLC Ordinary Shares",USD,Common Stock,389300000,2025-10-19 04:11:52.215801,1
ETO,NYSE,XNYS,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,USD,Common Stock,16388138,2025-10-19 04:11:52.123201,1
ETR,NYSE,XNYS,Entergy Corporation Common Stock,USD,Common Stock,446409069,2025-10-19 04:13:11.470297,1
ETSY,NYSE,XNYS,"Etsy, Inc. Common Stock",USD,Common Stock,99108568,2025-10-19 04:13:11.296968,1
ETV,NYSE,XNYS,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,USD,Common Stock,116754568,2025-10-19 04:13:11.565171,1
ETW,NYSE,XNYS,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,USD,Common Stock,108597786,2025-10-19 04:13:11.568936,1
ETX,NYSE,XNYS,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,USD,Common Stock,10888426,2025-10-19 04:13:11.829535,1
ETY,NYSE,XNYS,"Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,",USD,Common Stock,157502243,2025-10-19 04:13:11.619872,1
EVAC,NYSE,XNYS,EQV Ventures Acquisition Corp. II Class A Ordinary Shares,USD,Common Stock,46947857,2025-10-19 04:13:11.564342,1
EVC,NYSE,XNYS,Entravision Communications Corporation Common Stock,USD,Common Stock,81623559,2025-10-19 04:13:11.557279,1
EVEX,NYSE,XNYS,"Eve Holding, Inc. Common Stock",USD,Common Stock,300881904,2025-10-19 04:13:11.620982,1
EVF,NYSE,XNYS,Eaton Vance Senior Income Trust Common Stock,USD,Common Stock,18170289,2025-10-19 04:13:11.342863,1
EVG,NYSE,XNYS,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,USD,Common Stock,13452867,2025-10-19 04:13:11.559053,1
EVH,NYSE,XNYS,"Evolent Health, Inc Class A Common Stock",USD,Common Stock,115971135,2025-10-19 04:13:11.567790,1
EVN,NYSE,XNYS,Eaton Vance Municipal Income Trust Common Stock,USD,Common Stock,39667163,2025-10-19 04:13:12.046410,1
EVR,NYSE,XNYS,Evercore Inc. Class A Common Stock,USD,Common Stock,38597943,2025-10-19 04:13:12.164366,1
EVT,NYSE,XNYS,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,USD,Common Stock,76321908,2025-10-19 04:13:12.527302,1
EVTC,NYSE,XNYS,"Evertec, Inc. Common Stock",USD,Common Stock,63982005,2025-10-19 04:13:12.530859,1
EVTL,NYSE,XNYS,Vertical Aerospace Ltd. Ordinary Shares,USD,Common Stock,98527721,2025-10-19 04:13:12.533919,1
EW,NYSE,XNYS,Edwards Lifesciences Corporation Common Stock,USD,Common Stock,587100000,2025-10-19 04:13:12.906067,1
EXG,NYSE,XNYS,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,USD,Common Stock,305936026,2025-10-19 04:13:12.521727,1
EXK,NYSE,XNYS,Endeavour Silver Corporation Ordinary Shares (Canada),USD,Common Stock,290171225,2025-10-19 04:13:12.532411,1
EXP,NYSE,XNYS,Eagle Materials Inc Common Stock,USD,Common Stock,32449297,2025-10-19 04:13:12.533210,1
EXPD,NYSE,XNYS,"Expeditors International of Washington, Inc. Common Stock",USD,Common Stock,135718520,2025-10-19 04:13:12.531873,1
EXR,NYSE,XNYS,Extra Space Storage Inc Common Stock,USD,Common Stock,212253611,2025-10-19 04:13:12.529384,1
F,NYSE,XNYS,Ford Motor Company Common Stock,USD,Common Stock,3909008221,2025-10-19 04:13:13.267445,1
FAF,NYSE,XNYS,First American Corporation (New) Common Stock,USD,Common Stock,101800000,2025-10-19 04:13:13.862444,1
FBIN,NYSE,XNYS,"Fortune Brands Innovations, Inc. Common Stock",USD,Common Stock,120038875,2025-10-19 04:13:14.154987,1
FBK,NYSE,XNYS,FB Financial Corporation Common Stock,USD,Common Stock,53456522,2025-10-19 04:13:14.132329,1
FBP,NYSE,XNYS,First BanCorp. New Common Stock,USD,Common Stock,160469644,2025-10-19 04:13:14.145966,1
FBRT,NYSE,XNYS,"Franklin BSP Realty Trust, Inc. Common Stock",USD,Common Stock,82274846,2025-10-19 04:13:13.867141,1
FC,NYSE,XNYS,Franklin Covey Company Common Stock,USD,Common Stock,12641822,2025-10-19 04:13:13.863894,1
FCF,NYSE,XNYS,First Commonwealth Financial Corporation Common Stock,USD,Common Stock,104538804,2025-10-19 04:13:14.368332,1
FCN,NYSE,XNYS,"FTI Consulting, Inc. Common Stock",USD,Common Stock,32358170,2025-10-19 04:13:14.134477,1
FCPT,NYSE,XNYS,"Four Corners Property Trust, Inc. Common Stock",USD,Common Stock,104464312,2025-10-19 04:13:14.141663,1
FCT,NYSE,XNYS,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,USD,Common Stock,25983388,2025-10-19 04:13:14.424616,1
FCX,NYSE,XNYS,"Freeport-McMoRan, Inc. Common Stock",USD,Common Stock,1435774134,2025-10-19 04:13:14.945680,1
FDP,NYSE,XNYS,"Fresh Del Monte Produce, Inc. Common Stock",USD,Common Stock,47974940,2025-10-19 04:13:14.700676,1
FDS,NYSE,XNYS,FactSet Research Systems Inc. Common Stock,USD,Common Stock,37806774,2025-10-19 04:13:14.699693,1
FDX,NYSE,XNYS,FedEx Corporation Common Stock,USD,Common Stock,235955461,2025-10-19 04:13:14.699024,1
FE,NYSE,XNYS,FirstEnergy Corp. Common Stock,USD,Common Stock,577403931,2025-10-19 04:13:14.964622,1
FEDU,NYSE,XNYS,"Four Seasons Education (Cayman) Inc. American Depositary Shares, each ADS representing 10 ordinary shares",USD,Common Stock,2260058,2025-10-19 04:13:14.969981,1
FENG,NYSE,XNYS,"Phoenix New Media Limited American Depositary Shares, each representing 48 Class A ordinary shares.",USD,Common Stock,5399831,2025-10-19 04:13:14.970455,1
FERG,NYSE,XNYS,Ferguson Enterprises Inc. Common Stock,USD,Common Stock,0,2025-10-19 04:13:14.973876,1
FET,NYSE,XNYS,"Forum Energy Technologies, Inc. Common Stock",USD,Common Stock,11903276,2025-10-19 04:13:15.231274,1
FF,NYSE,XNYS,FutureFuel Corp.  Common shares,USD,Common Stock,43803243,2025-10-19 04:13:15.304830,1
FFA,NYSE,XNYS,First Trust Enhanced Equity Income Fund,USD,Common Stock,19988085,2025-10-19 04:13:15.490463,1
FFC,NYSE,XNYS,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,USD,Common Stock,48177896,2025-10-19 04:13:15.242626,1
FFWM,NYSE,XNYS,First Foundation Inc. Common Stock,USD,Common Stock,82386071,2025-10-19 04:13:15.261304,1
FG,NYSE,XNYS,"F&G Annuities & Life, Inc. Common Stock",USD,Common Stock,134648802,2025-10-19 04:13:15.920471,1
FHI,NYSE,XNYS,"Federated Hermes, Inc. Common Stock",USD,Common Stock,77551065,2025-10-19 04:13:15.945315,1
FHN,NYSE,XNYS,First Horizon Corporation Common Stock,USD,Common Stock,500000000,2025-10-19 04:13:16.094527,1
FI,NYSE,XNYS,"Fiserv, Inc. Common Stock",USD,Common Stock,543593180,2025-10-19 04:13:16.184536,1
FICO,NYSE,XNYS,Fair Isaac Corporation Common Stock,USD,Common Stock,24003656,2025-10-19 04:13:16.191923,1
FIG,NYSE,XNYS,"Figma, Inc. Class A Common Stock",USD,Common Stock,410091963,2025-10-19 04:13:16.199609,1
FIGS,NYSE,XNYS,"FIGS, Inc. Class A Common Stock",USD,Common Stock,154989563,2025-10-19 04:13:16.463240,1
FIHL,NYSE,XNYS,Fidelis Insurance Holdings Limited Common Shares,USD,Common Stock,104861827,2025-10-19 04:13:16.499878,1
FINS,NYSE,XNYS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,USD,Common Stock,33416851,2025-10-19 04:13:16.483052,1
FINV,NYSE,XNYS,FinVolution Group American Depositary Shares,USD,Common Stock,140073861,2025-10-19 04:13:16.460891,1
FIS,NYSE,XNYS,"Fidelity National Information Services, Inc. Common Stock",USD,Common Stock,522378577,2025-10-19 04:13:17.051642,1
FIX,NYSE,XNYS,"Comfort Systems USA, Inc. Common Stock",USD,Common Stock,35281452,2025-10-19 04:13:17.034571,1
FLC,NYSE,XNYS,Flaherty & Crumrine Total Return Fund Inc Common Stock,USD,Common Stock,10456821,2025-10-19 04:13:17.276196,1
FLG,NYSE,XNYS,"Flagstar Financial, Inc. Common Stock",USD,Common Stock,415561180,2025-10-19 04:13:17.032990,1
FLNG,NYSE,XNYS,FLEX LNG Ltd. Ordinary Shares,USD,Common Stock,54087768,2025-10-19 04:13:17.309718,1
FLO,NYSE,XNYS,"Flowers Foods, Inc. Common Stock",USD,Common Stock,211178225,2025-10-19 04:13:17.593943,1
FLOC,NYSE,XNYS,Flowco Holdings Inc. Class A Common Stock,USD,Common Stock,25737244,2025-10-19 04:13:17.651477,1
FLR,NYSE,XNYS,Fluor Corporation Common Stock,USD,Common Stock,161664371,2025-10-19 04:13:17.584147,1
FLS,NYSE,XNYS,Flowserve Corporation Common Stock,USD,Common Stock,130782241,2025-10-19 04:13:17.585695,1
FLUT,NYSE,XNYS,Flutter Entertainment plc Ordinary Shares,USD,Common Stock,175376882,2025-10-19 04:13:17.583560,1
FMC,NYSE,XNYS,FMC Corporation Common Stock,USD,Common Stock,124911586,2025-10-19 04:13:17.595919,1
FMN,NYSE,XNYS,Federated Hermes Premier Municipal Income Fund,USD,Common Stock,7818701,2025-10-19 04:13:17.854119,1
FMS,NYSE,XNYS,Fresenius Medical Care AG American Depositary Shares (Each representing 1/2 of an Ordinary Share),USD,Common Stock,586826898,2025-10-19 04:13:17.876464,1
FMX,NYSE,XNYS,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,USD,Common Stock,345537203,2025-10-19 04:13:18.126092,1
FMY,NYSE,XNYS,First Trust Motgage Income Fund Common Shares of Beneficial Interest,USD,Common Stock,4213115,2025-10-19 04:13:18.123416,1
FN,NYSE,XNYS,Fabrinet Ordinary Shares,USD,Common Stock,35729581,2025-10-19 04:13:18.124008,1
FNB,NYSE,XNYS,F.N.B. Corporation Common Stock,USD,Common Stock,358381940,2025-10-19 04:13:18.129700,1
FND,NYSE,XNYS,"Floor & Decor Holdings, Inc. Common Stock",USD,Common Stock,107691475,2025-10-19 04:13:18.627367,1
FNF,NYSE,XNYS,"Fidelity National Financial, Inc. Common Stock",USD,Common Stock,271722556,2025-10-19 04:13:18.622302,1
FNV,NYSE,XNYS,Franco-Nevada Corporation,USD,Common Stock,192701088,2025-10-19 04:13:18.906150,1
FOA,NYSE,XNYS,Finance of America Companies Inc. Class A Common Stock,USD,Common Stock,11079270,2025-10-19 04:13:18.439222,1
FOF,NYSE,XNYS,"Cohen & Steers Closed-End Opportunity Fund, Inc. Common Stock",USD,Common Stock,27718107,2025-10-19 04:13:18.846557,1
FOR,NYSE,XNYS,Forestar Group Inc Common Stock ,USD,Common Stock,50833171,2025-10-19 04:13:18.440462,1
FOUR,NYSE,XNYS,"Shift4 Payments, Inc. Class A Common Stock",USD,Common Stock,67291183,2025-10-19 04:13:18.744053,1
FPF,NYSE,XNYS,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,USD,Common Stock,60847827,2025-10-19 04:13:18.709054,1
FPH,NYSE,XNYS,"Five Point Holdings, LLC Class A Common Shares",USD,Common Stock,69861335,2025-10-19 04:13:18.704747,1
FPI,NYSE,XNYS,Farmland Partners Inc. Common Stock,USD,Common Stock,44164368,2025-10-19 04:13:18.994669,1
FR,NYSE,XNYS,"First Industrial Realty Trust, Inc. Common Stock",USD,Common Stock,132422260,2025-10-19 04:13:19.275136,1
FRA,NYSE,XNYS,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,USD,Common Stock,35381351,2025-10-19 04:13:19.267391,1
FRGE,NYSE,XNYS,"Forge Global Holdings, Inc. Common Stock",USD,Common Stock,13591362,2025-10-19 04:13:19.271212,1
FRO,NYSE,XNYS,Frontline Plc Ordinary Shares,USD,Common Stock,222622889,2025-10-19 04:13:18.993566,1
FRT,NYSE,XNYS,Federal Realty Investment Trust Common Stock,USD,Common Stock,86266124,2025-10-19 04:13:19.819492,1
FSCO,NYSE,XNYS,FS Credit Opportunities Corp. Common Stock,USD,Common Stock,198355867,2025-10-19 04:13:19.550752,1
FSK,NYSE,XNYS,FS KKR Capital Corp. Common Stock,USD,Common Stock,280066433,2025-10-19 04:13:19.552583,1
FSLY,NYSE,XNYS,"Fastly, Inc. Class A Common Stock",USD,Common Stock,147400000,2025-10-19 04:13:19.623639,1
FSM,NYSE,XNYS,Fortuna Mining Corp. Common Shares,USD,Common Stock,306959986,2025-10-19 04:13:19.821217,1
FSS,NYSE,XNYS,Federal Signal Corporation Common Stock,USD,Common Stock,60791897,2025-10-19 04:13:19.824130,1
FT,NYSE,XNYS,Franklin Universal Trust Common Stock,USD,Common Stock,25131894,2025-10-19 04:13:19.831902,1
FTHY,NYSE,XNYS,First Trust High Yield Opportunities 2027 Term Fund Common Stock,USD,Common Stock,36772989,2025-10-19 04:13:20.094704,1
FTI,NYSE,XNYS,TechnipFMC plc Ordinary Share,USD,Common Stock,411016473,2025-10-19 04:13:19.827003,1
FTK,NYSE,XNYS,"Flotek Industries, Inc. Common Stock",USD,Common Stock,29857883,2025-10-19 04:13:19.868458,1
FTS,NYSE,XNYS,Fortis Inc. Common Shares,USD,Common Stock,503600000,2025-10-19 04:13:20.102230,1
FTV,NYSE,XNYS,Fortive Corporation Common Stock ,USD,Common Stock,338336345,2025-10-19 04:13:20.251663,1
FUBO,NYSE,XNYS,fuboTV Inc. Common Stock,USD,Common Stock,342433118,2025-10-19 04:13:20.103422,1
FUL,NYSE,XNYS,H. B. Fuller Company Common Stock,USD,Common Stock,54088889,2025-10-19 04:13:20.683682,1
FUN,NYSE,XNYS,Six Flags Entertainment Corporation Common Stock New,USD,Common Stock,101279362,2025-10-19 04:13:20.374476,1
FVR,NYSE,XNYS,"FrontView REIT, Inc. Common Stock",USD,Common Stock,20458985,2025-10-19 04:13:20.687416,1
FVRR,NYSE,XNYS,"Fiverr International Ltd. Ordinary Shares, no par value",USD,Common Stock,36932903,2025-10-19 04:13:21.143003,1
G,NYSE,XNYS,Genpact Limited Common Stock,USD,Common Stock,174270076,2025-10-19 04:13:20.864914,1
GAB,NYSE,XNYS,"Gabelli Equity Trust, Inc. (The) Common Stock",USD,Common Stock,309217495,2025-10-19 04:13:20.692403,1
GAM,NYSE,XNYS,"General American Investors, Inc. Common Stock",USD,Common Stock,23279512,2025-10-19 04:13:21.090495,1
GAP,NYSE,XNYS,"Gap, Inc. (The) Common Stock",USD,Common Stock,371047226,2025-10-19 04:13:20.970278,1
GATX,NYSE,XNYS,GATX Corporation Common Stock,USD,Common Stock,35640864,2025-10-19 04:13:21.452343,1
GBAB,NYSE,XNYS,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,USD,Common Stock,26973509,2025-10-19 04:13:21.425152,1
GBCI,NYSE,XNYS,"Glacier Bancorp, Inc. Common Stock",USD,Common Stock,129900364,2025-10-19 04:13:21.236135,1
GBLI,NYSE,XNYS,"Global Indemnity Group, LLC Class A Common Stock (DE)",USD,Common Stock,10502716,2025-10-19 04:13:21.506959,1
GBTG,NYSE,XNYS,"Global Business Travel Group, Inc. Class A Common Stock",USD,Common Stock,529373841,2025-10-19 04:13:21.505389,1
GBX,NYSE,XNYS,"Greenbrier Companies, Inc. (The) Common Stock",USD,Common Stock,30883672,2025-10-19 04:13:21.531919,1
GCI,NYSE,XNYS,"Gannett Co., Inc. Common Stock",USD,Common Stock,146617081,2025-10-19 04:13:21.755516,1
GCO,NYSE,XNYS,Genesco Inc. Common Stock,USD,Common Stock,10795425,2025-10-19 04:13:22.049782,1
GCTS,NYSE,XNYS,"GCT Semiconductor Holding, Inc. Common Stock",USD,Common Stock,55859904,2025-10-19 04:13:22.047476,1
GCV,NYSE,XNYS,"Gabelli Convertible and Income Securities Fund, Inc. (The) Common Stock",USD,Common Stock,19918884,2025-10-19 04:13:22.315744,1
GD,NYSE,XNYS,General Dynamics Corporation Common Stock,USD,Common Stock,268993342,2025-10-19 04:13:22.316940,1
GDDY,NYSE,XNYS,GoDaddy Inc. Class A Common Stock,USD,Common Stock,138449017,2025-10-19 04:13:22.445776,1
GDL,NYSE,XNYS,"GDL Fund, The Common Shares of Beneficial Interest",USD,Common Stock,11194350,2025-10-19 04:13:22.898005,1
GDO,NYSE,XNYS,Western Asset Global Corporate Opportunity Fund Inc. Common Stock,USD,Common Stock,7519400,2025-10-19 04:13:23.094572,1
GDOT,NYSE,XNYS,"Green Dot Corporation Class A Common Stock, $0.001 par value",USD,Common Stock,55392705,2025-10-19 04:13:23.097019,1
GDV,NYSE,XNYS,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,USD,Common Stock,88609789,2025-10-19 04:13:23.092678,1
GE,NYSE,XNYS,GE Aerospace Common Stock,USD,Common Stock,1060439387,2025-10-19 04:13:23.102244,1
GEF,NYSE,XNYS,Greif Inc. Class A Common Stock,USD,Common Stock,26169944,2025-10-19 04:13:23.006790,1
GEL,NYSE,XNYS,"Genesis Energy, L.P. Common Units",USD,Common Stock,122424321,2025-10-19 04:13:23.476225,1
